keyword_id,name
sequential analysis,Sequential analysis
synchronous digital hierarchy,Synchronous digital hierarchy
nanobioscience,Nanobioscience
in-band full-duplex,in-band full-duplex
deep cryogenic cycle treatment,Deep cryogenic cycle treatment
relaxation enthalpy,Relaxation enthalpy
closing position signal,closing position signal
regret bound,Regret bound
alumina ceramic,alumina ceramic
air-ground collaboration,Air-ground collaboration
neuromarketing,Neuromarketing
consumer preference,consumer preference
systematic review,systematic review
degasperis-procesi equation,Degasperis-Procesi equation
strang splitting method,strang splitting method
lie derivative,lie derivative
minimizing energy consumption,Minimizing energy consumption
multi-objective gorilla troops optimizer,Multi-objective gorilla troops optimizer
parallel pump and chiller system,Parallel pump and chiller system
non-dominated sorting,Non-dominated sorting
crowding distance,Crowding distance
tdcs,tDCS
right dlpfc,right DLPFC
solid-phase catalyst,solid-phase catalyst
wse2,WSe2
cose2 nanocrystals,CoSe2 nanocrystals
anode material,Anode material
formamidinium lead iodide,Formamidinium lead iodide
memristive behavior,Memristive behavior
hybrid organic-inorganic perovskite,Hybrid organic-inorganic perovskite
phase-dependence,Phase-dependence
short selling,Short selling
amorphous alloy,Amorphous alloy
transverse magnetic field heat treatment,Transverse magnetic field heat treatment
constant permeability,Constant permeability
microcellular foaming,Microcellular foaming
exfoliation,Exfoliation
distribution,Distribution
supercritical co2 effect,Supercritical CO2 effect
interfacial chemistry,interfacial chemistry
ion etching,Ion etching
mg-li alloys,Mg-Li alloys
corrosion behavior,Corrosion behavior
parameter sharing,parameter sharing
sharing economics,Sharing economics
shared car parks,Shared car parks
zagreb eccentricity index,Zagreb eccentricity index
eccentricity,Eccentricity
cactus,Cactus
k2feo4,K2FeO4
cr(vi) adsorption,Cr(VI) adsorption
fe(vi) reduction products,Fe(VI) reduction products
mnox,MnOx
micro-abrasive slurry jet,Micro-abrasive slurry jet
micro-abrasive air jet,Micro-abrasive air jet
post-treatment,Post-treatment
coated tool,Coated tool
coating removal thickness,Coating removal thickness
histopathological image recognition,Histopathological image recognition
bottle blowing machine,Bottle blowing machine
pre-releasing strategy,Pre-releasing strategy
workload control,Workload control
data encryption,Data encryption
mode of operation,Mode of operation
emergency relief,emergency relief
vehicle routing optimization,vehicle routing optimization
firmware,Firmware
boot sequence,Boot Sequence
interrupt,Interrupt
signatures,Signatures
433mhz,433MHZ
smart home,smart home
wireless lan,wireless LAN
low consumption,low consumption
si4421,Si4421
delay-distribution-dependent,delay-distribution-dependent
error,Error
error set,Error set
transformations,Transformations
elimination,Elimination
cloud network,Cloud Network
cloud car terminal,Cloud Car Terminal
failure diagnosis and defense,Failure diagnosis and defense
failure cloud pool,Failure cloud pool
large scale regression,Large Scale Regression
partial mutual information,Partial Mutual Information
fixed size support vector set,Fixed Size Support Vector Set
least squares support vector machine,Least Squares Support Vector Machine
prediction of saltwater intrusion,Prediction of Saltwater Intrusion
triangular and sawtooth waves,triangular and sawtooth waves
hysteresis sequence,hysteresis sequence
lvq,LVQ
dzlvq,DZLVQ
lattice,lattice
scaling factor,scaling factor
cumulative probability density,cumulative probability density
micro machining,micro machining
dual three-point,dual three-point
nested voltage control,nested voltage control
chemical tristability,chemical tristability
critical phenomenon,critical phenomenon
slowing,slowing
down,down
multifunctional metasurfaces,Multifunctional metasurfaces
polarization selective absorption,Polarization selective absorption
chiral response,Chiral response
bound states in the continuums,Bound states in the continuums
highly-efficient splitter,Highly-efficient splitter
cross-shaped ridge structure,Cross-shaped ridge structure
headspace liquid-phase microextraction,Headspace liquid-phase microextraction
ionic liquid,Ionic liquid
water analysis,Water analysis
benzene,Benzene
toluene,Toluene
ethylbenzene,Ethylbenzene
xylenes,Xylenes
gas chromatograph,Gas chromatograph
large-scale building scenes,Large-Scale building scenes
weakly-textured regions,Weakly-Textured regions
segment anything model,Segment Anything Model
global information aggregation,Global information aggregation
aperture-shared,Aperture-shared
base station array,base station array
dual-broadband,dual-broadband
l-shaped branches,L-shaped branches
open ring decoupling surface (ods),open ring decoupling surface (ODS)
brnet,BRNet
aggregate connection,Aggregate connection
residual block,Residual block
backbone network,Backbone network
improved chebyshev map,Improved Chebyshev map
two-dimensional compressive sensing,Two-dimensional compressive sensing
urban village,urban village
indoor thermal environment,indoor thermal environment
predicted mean vote (pmv),Predicted Mean Vote (PMV)
residential building,residential building
7075-t6 al alloy,7075-T6 Al alloy
strength of adhesive joint,Strength of adhesive joint
failure mode,Failure mode
molten salt,Molten salt
nanocapsule,Nanocapsule
moisture resistance,Moisture resistance
reconfigurable metasurfaces,Reconfigurable metasurfaces
mechanical control,Mechanical control
chiral metasurfaces,Chiral metasurfaces
i-shaped grating,I-shaped grating
stack configuration,Stack configuration
multi-functional splitter,Multi-functional splitter
under normal incidence,Under normal incidence
approximation algorithms,Approximation algorithms
multi-layer generalized bilinear regression,Multi-layer generalized bilinear regression
state evolution,state evolution
replica method,replica method
negative emotion,Negative emotion
customer creativity,customer creativity
inverse u-shaped relation,inverse U-shaped relation
terahertz absorber,Terahertz absorber
t-shaped arrays,T-shaped arrays
doped silicon,Doped silicon
spike sorting,Spike sorting
discrete wavelet decomposition,discrete wavelet decomposition
photoelectricsynapse,photoelectricsynapse
neuromorphiccomputing,neuromorphiccomputing
film device,film device
perovskite,Perovskite
sensor-storage-computingintegrated,sensor-storage-computingintegrated
dual-functional splitter,Dual-functional splitter
micro-nano grating,Micro-nano grating
second-order littrow incidence,Second-order Littrow incidence
efficient,efficient
cubic phosphate,cubic phosphate
pc-led,pc-LED
vector theory,Vector theory
pvdf/al2o3/gd2o3 layers,PVDF/Al2O3/Gd2O3 layers
the secondary bragg angle,the secondary Bragg angle
first-order suppression,first-order suppression
stealth dicing,Stealth dicing
modified layer structure,Modified layer structure
topological insulator,Topological insulator
weyl semi-metal,Weyl semi-metal
mode locking,Mode locking
directed graphs,Directed graphs
calculus,Calculus
current measurement,Current measurement
velocity measurement,Velocity measurement
fractional-order system,Fractional-order system
networked system,networked system
communication width,communication width
intermittent sampled position measurement,intermittent sampled position measurement
pseudomonas mendocina,Pseudomonas mendocina
aerobic nitrate removal,Aerobic nitrate removal
n-15 tracing technique,N-15 tracing technique
denitrification assimilatively and disimilatively,Denitrification assimilatively and disimilatively
aerobic denitrifying genes,Aerobic denitrifying genes
land vehicles,Land vehicles
sampled data systems,Sampled data systems
linear matrix inequalities,Linear matrix inequalities
sampled-data controller,sampled-data controller
unmanned ground vehicle,unmanned ground vehicle
phase-contrast technique,phase-contrast technique
bayesian neural nework,Bayesian neural nework
speckle decorrelation,speckle decorrelation
acoustic transport,acoustic transport
dirac hierarchy,Dirac hierarchy
three-dimensional higher-order topological insulators,three-dimensional higher-order topological insulators
macro&#8211,macro&#8211
micro composite stage system,micro composite stage system
stabilization control,stabilization control
cooperative localization,Cooperative localization
pencil-like array,Pencil-like array
resonance-domain diffraction gratings,Resonance-domain diffraction gratings
terahertz reflective beam splitters,Terahertz reflective beam splitters
decent total diffraction efficiency,Decent total diffraction efficiency
good uniformity,Good uniformity
fiber interferometer,fiber interferometer
phase noise suppression,phase noise suppression
photonic crystal fiber,photonic crystal fiber
hollow-core photonic bandgap fiber,hollow-core photonic bandgap fiber
thermal noise,thermal noise
peer effects,Peer effects
special needs students,Special needs students
noncognitive performance,Noncognitive performance
random classroom assignment,Random classroom assignment
thermal contact resistance,Thermal contact resistance
boiling curve,Boiling curve
curve correction,Curve correction
biocomposite,biocomposite
natural fibers,natural fibers
microstructural analysis,microstructural analysis
garnet,Garnet
triple-layer grating,triple-layer grating
grating beam splitter,Grating beam splitter
three-channel division,Three-channel division
multimodal biometrics,Multimodal biometrics
fkp recognition,FKP recognition
joint feature learning,Joint feature learning
binary codes,Binary codes
terahertz heat absorber,Terahertz heat absorber
vanadium dioxide,Vanadium dioxide
dual-functional,Dual-functional
ring-disk,Ring-disk
incident angle,Incident angle
proximal algorithm,Proximal algorithm
solid-liquid phase transition,Solid-liquid phase transition
enthalpy of phase transition,Enthalpy of phase transition
heave compensation system,Heave compensation system
inertial measurement unit,Inertial measurement unit
back propagation neural network,Back propagation neural network
free surface,free surface
kelvin-helmholtz instability,Kelvin-Helmholtz instability
two-dimensional mhd flows,two-dimensional MHD flows
parallel magnetic field,parallel magnetic field
navpo4f,NaVPO4F
n-dopedcarbon,N-dopedcarbon
n sources,N sources
rate performances and cyclingproperties,Rate performances and cyclingproperties
double quantum well structures,Double quantum well structures
gaasbi/gaas,GaAsBi/GaAs
eight-band kp model,Eight-band KP model
dual-polarization,Dual-polarization
magnetoelectric dipole,magnetoelectric dipole
microwave hydrothermal method,microwave hydrothermal method
niobium oxyphosphate,niobium oxyphosphate
dual-channel supply chain,dual-channel supply chain
blockchain adoption,blockchain adoption
privacy concerns,Privacy concerns
tang dynasty ladies' costume,Tang Dynasty ladies' costume
ramming & washing silk painting,ramming & washing silk painting
costume culture,costume culture
ai and 3d,AI and 3D
restorative environment,Restorative environment
architectural environment,Architectural environment
dynamic stimuli,Dynamic stimuli
vr eye-tracking,VR eye-tracking
campus design,Campus design
dysarthria detection,dysarthria detection
feature pyramid network,feature pyramid network
strain-hardening alkali-activated composites,Strain-hardening alkali-activated composites
(h-shaac),(H-SHAAC)
temperatures,Temperatures
hybrid fibers,Hybrid fibers
in-situ tensile test,In-situ tensile test
tensile constitutive model,Tensile constitutive model
heating systems,Heating systems
gases,Gases
resistance heating,Resistance heating
microelectromechanical system (mems) sensor,microelectromechanical system (MEMS) sensor
verdet constant,Verdet constant
faraday effect,Faraday effect
core-shell particles,Core-shell particles
multiple-field-effect,Multiple-field-effect
electrorheological polishing,Electrorheological polishing
annular pulsating heat pipe,Annular pulsating heat pipe
temperature oscillation curves,Temperature oscillation curves
factor significance and interaction,Factor significance and interaction
transparent,Transparent
surfaces,surfaces
polycrystalline diamond compact,polycrystalline diamond compact
hpht process,HPHT process
micromechanical simulation,micromechanical simulation
unmanned aerial vehicles (uav) communication,Unmanned Aerial Vehicles (UAV) communication
scheduling policy,Scheduling policy
6g network,6G network
data storage,Data storage
all bit-line structure,All bit-line structure
odd-even bit-line structure,Odd-even bit-line structure
bit remapping,Bit remapping
electric field control,electric field control
liquid crystal,liquid crystal
optical lens,optical lens
gradient index,gradient index
dual cross-linked hydrogel,dual cross-linked hydrogel
ionic coordination,ionic coordination
self-adhesive,self-adhesive
multilinear systems,multilinear systems
recursive identification,recursive identification
cylindrical dielectric waveguides,cylindrical dielectric waveguides
eigenvalues,eigenvalues
galerkin method,Galerkin method
inhomogeneous medium,inhomogeneous medium
semianalytical method,semianalytical method
transformation of tacit knowledge,Transformation of tacit knowledge
users' technical knowledge,Users' technical knowledge
observation,Observation
assistive design,Assistive design
d2d,D2D
distributed training,distributed training
approximation algorithm,approximation algorithm
weighted set covering,weighted set covering
multi-modal,multi-modal
electroencephalograms,electroencephalograms
image sequences,image sequences
motion signals,motion signals
magnesium alloys,Magnesium alloys
micro-channel heat sink,Micro-channel heat sink
copper foam,Copper foam
forced convection,Forced convection
fractional calculus,fractional calculus
gaussian noise,Gaussian noise
image chaotic encryption,image chaotic encryption
latin cube,Latin cube
bit cube,bit cube
hybrid investment motivations,Hybrid investment motivations
heavy-tailed distribution,Heavy-tailed distribution
merger and acquisition,Merger and acquisition
finite-time synchronization,finite-time synchronization
markovian jumping,Markovian jumping
non-identical node,non-identical node
rapid charging,rapid charging
charging navigation,charging navigation
series resonant inverters,series resonant inverters
machining path planning,machining path planning
time-optimal,time-optimal
product-service systems,Product-service systems
bloodmobile,bloodmobile
function activity interaction,function activity interaction
loopy belief propagation (lbp),Loopy Belief Propagation (LBP)
image acquisition system,Image acquisition system
linear ccd image sensor,Linear CCD image sensor
precision measurement,Precision measurement
multiple arms,Multiple Arms
input hysteresis,Input Hysteresis
impersonation attack,Impersonation attack
anonymity,Anonymity
clock synchronization,Clock synchronization
charging,Charging
discharging,discharging
plug-in hybrid electric vehicle (phev),plug-in hybrid electric vehicle (PHEV)
vehicle-to-grid (v2g),vehicle-to-grid (V2G)
opportunistic network,Opportunistic Network
community model,Community model
floyd,Floyd
mean-square exponential stability,Mean-square exponential stability
descriptor systems,descriptor systems
admissible conditions,admissible conditions
non-pdc,non-PDC
leach protocol,LEACH protocol
energy consumption balance,energy consumption balance
short-term load forecasting,short-term load forecasting
combining forecasting,combining forecasting
enn,ENN
abnormal days,abnormal days
solidification,solidification
particle filter,Particle Filter
complicated model,Complicated Model
ug moldwizard,UG MoldWizard
heuristic search,heuristic search
fuzzy adaptive,Fuzzy adaptive
lyapunov functions,Lyapunov functions
digitize,digitize
scanning system,scanning system
section profile,section profile
hypernetworks,HyperNetworks
market microstructure,market microstructure
non-stationarity,non-stationarity
aerial photograph,aerial photograph
landing sign,landing sign
bidirectional characteristic pyramid,bidirectional characteristic pyramid
degress of freedom,degress of freedom
cross-attention,Cross-attention
unet,Unet
uncanny valley,Uncanny Valley
video denoising,Video denoising
invertible network,Invertible network
recurrent attention,Recurrent attention
temporally-aware learning,Temporally-aware learning
noise-informed guidance,Noise-informed guidance
wave energy,wave energy
ocean current energy,ocean current energy
power generation equipment,power generation equipment
oscillating float,oscillating float
hydraulic system,hydraulic system
camassa-holm type equations,Camassa-Holm type equations
blow-up criteria,Blow-up criteria
strong solutions,Strong solutions
wireless-powered communication network,wireless-powered communication network
time allocation,time allocation
transmit power allocation,transmit power allocation
smart classrooms,smart classrooms
educational technology,Educational technology
secondary flow,Secondary flow
mass transfer evaluation criteria,Mass transfer evaluation criteria
non-autoregressive decoder,Non-Autoregressive Decoder
multi-label emotion classification,Multi-label Emotion Classification
fusion strategy,Fusion Strategy
co-ws2,Co-WS2
fouling,Fouling
cross-linked fiber,Cross-linked fiber
membrane,Membrane
multivariate two dimensional singular spectrum analysis,Multivariate two dimensional singular spectrum analysis
correlation coefficient based component selection method,Correlation coefficient based component selection method
multi-view images,Multi-view images
object classification,Object classification
histogram of oriented gradient,Histogram of oriented gradient
furan-based diamine,furan-based diamine
boc-glycine,BOC-glycine
bio-based polyimide,bio-based polyimide
3d parabolic-ellipticequations,3D parabolic-ellipticequations
local well-posedness,Local well-posedness
global-in-time existence,Global-in-time existence
critical besov spaces,Critical Besov spaces
single channel electroencephalograms,Single channel electroencephalograms
tunable q factor wavelet transform,tunable Q factor wavelet transform
cellulose acetate,Cellulose acetate
carboxylated polyimide,Carboxylated polyimide
hydrogen bond,Hydrogen bond
integrative carbon network,Integrative carbon network
surface regulation,Surface regulation
plasma-enhanced,Plasma-enhanced
long-cycle capability,Long-cycle capability
interface-free and integrative,Interface-free and Integrative
graphitic carbon network film,Graphitic Carbon Network Film
defective and doped,Defective and Doped
voltage-stable,Voltage-Stable
long-life,Long-life
potassium ion storage,Potassium Ion Storage
2-d positional attention,2-D positional attention
aerial images,aerial images
phase decomposition,Phase decomposition
transparent ceramic,Transparent ceramic
sintering additive,Sintering additive
fuzzy c mean algorithm,Fuzzy c mean algorithm
data imputation,Data imputation
conditional generative adversarial network,conditional generative adversarial network
hierarchical,Hierarchical
n doped carbon,N doped carbon
mn3o4,Mn3O4
uv photocatalysis,UV photocatalysis
supercapacitors,Supercapacitors
coordination polymers,Coordination polymers
"n, p and o codoped","N, P and O codoped"
co-based mof,Co-based MOF
orthogonal signal generation,Orthogonal signal generation
instantaneous current control scheme,Instantaneous current control scheme
single-phase converters,Single-phase converters
frequency variations,Frequency variations
industrial energy efficiency,Industrial energy efficiency
dea-rs-fann method,DEA-RS-FANN method
data quality,data quality
wafer&ceramic-substrate handling,Wafer&Ceramic-Substrate handling
co-simulation,co-simulation
virtual propotype,Virtual Propotype
complexity of the encoder and decoder,Complexity of the encoder and decoder
balanced video coding,Balanced video coding
integrated innovative design,Integrated innovative design
"""t"" style design knowledge","""T"" style design knowledge"
compound direct product,compound direct product
quality-of-service routing,Quality-of-Service routing
quantum-inspired genetic algorithm,Quantum-inspired genetic algorithm
control flow tansformations,Control flow tansformations
javascript code,Javascript code
opaque predicates,Opaque predicates
control-flow flattening,Control-flow flattening
thermoluminescence,thermoluminescence
trap energy level,trap energy level
electron transfer,electron transfer
optimum gradient,Optimum gradient
photovoltaic power generation,Photovoltaic power generation
virtual knee arthroscopy surgery,Virtual knee arthroscopy surgery
data acquisition card,data acquisition card
eon,Eon
real-time interaction,real-time interaction
fuzzy impulsive control,Fuzzy Impulsive Control
three dimensional microstructure,Three Dimensional Microstructure
piecewise-linear sprott system,piecewise-linear Sprott system
shilnikov theorem,Shilnikov theorem
heteroclinic orbit,heteroclinic orbit
coordinate submersible,Coordinate submersible
station-keeping,Station-keeping
heave compensation,Heave compensation
shape feature,shape feature
line detection,line detection
round detection,round detection
neutral rayleigh equation,neutral Rayleigh equation
deviating argument,deviating argument
p-laplacian,p-Laplacian
topological degree,topological degree
kalman filtering,Kalman filtering
krein space,Krein Space
re-organized innovation,re-organized innovation
des,DES
coprocessor,Coprocessor
automated storage/retrieval system,Automated Storage/Retrieval System
storage mode,storage mode
optimization of storage locations,optimization of storage locations
wfms,WFMS
xpdl,XPDL
cooperative work method,cooperative work method
acoustic cavitation,acoustic cavitation
dissipative particle dynamics,dissipative particle dynamics
micro-jet,micro-jet
multisensor integration,multisensor integration
bifunctional trapezoidal reflective splitter,bifunctional trapezoidal reflective splitter
terahertz band,terahertz band
laser-induced forward transfer,Laser-induced forward transfer
spatial light modulator,Spatial light modulator
light phase modulation,Light phase modulation
topological transistor,topological transistor
quantum tunneling,quantum tunneling
anomalous hall effects,anomalous hall effects
multiwalled carbon nanotubes,multiwalled carbon nanotubes
flexible fiber membrane,flexible fiber membrane
extraction,Extraction
separation,Separation
levulinic acid,Levulinic acid
deep eutectic solvents,Deep eutectic solvents
hydrophobic,Hydrophobic
aqueous solution,Aqueous solution
yagi array,Yagi array
optical waveguide,optical waveguide
mode switch,mode switch
directional couplers,directional couplers
integrated devices,integrated devices
high-entropy oxides,High-entropy oxides
configurational entropy,Configurational entropy
high-entropy materials,High-entropy materials
functional properties,functional properties
potential applications,potential applications
theoretical design,theoretical design
synthesismethods,synthesismethods
asymmetric,Asymmetric
y-shaped arms,Y-shaped arms
perylene,Perylene
photophysical properties,Photophysical properties
thiols,Thiols
bioimaging,Bioimaging
flexible display,Flexible display
cspbbr3 qds,CsPbBr3 QDs
coffee ring effect,Coffee ring effect
infrared thermal image denoising,Infrared thermal image denoising
symmetric multi-scale encoder-decoder,Symmetric multi-scale encoder-decoder
gaussian-poisson-stripe noise,Gaussian-Poisson-Stripe noise
double-end attention,double-end attention
edge loss,edge loss
polyaspartate,Polyaspartate
dodecane phenol polyoxyethylene ether,Dodecane phenol polyoxyethylene ether
inhibition and antifog,Inhibition and antifog
a3 carbon steel,A3 carbon steel
hydrochloric acid,Hydrochloric acid
tunability,tunability
statistics,Statistics
uninterruptible power systems,Uninterruptible power systems
search problems,Search problems
indicator,indicator
ultrathin vapor chambers,Ultrathin vapor chambers
capillary rising,Capillary rising
ultrafast laser micromachining,Ultrafast laser micromachining
groove wicks,Groove wicks
coal gangue,Coal gangue
geopolymers,geopolymers
alkali activators,alkali activators
lignin-based polyurethane foam,Lignin-based polyurethane foam
lignin fractionation,Lignin fractionation
lignin/polyurethane compatibility,Lignin/polyurethane compatibility
high resilience,High resilience
intelligent processing,Intelligent processing
expand,Expand
diagnosis of tcm,Diagnosis of TCM
nonparallel tube classifier,nonparallel tube classifier
tantalum phosphide,Tantalum phosphide
pool boiling,Pool boiling
microchannels,Microchannels
micropyramids,Micropyramids
all-solid-state lithium-ion batteries,all-solid-state lithium-ion batteries
carbon-iodine-silver,carbon-iodine-silver
lithium iodide,lithium iodide
lithium-silver alloy,lithium-silver alloy
two-branch splitter,Two-branch splitter
50/50 output,50/50 output
small angle,small angle
nonreciprocal emitter,nonreciprocal emitter
ge arrays,Ge arrays
frequency offset estimation,frequency offset estimation
nonlinear fourier transform,nonlinear Fourier transform
eigenvalue shift,eigenvalue shift
nonlinear frequency division multiplexing,nonlinear frequency division multiplexing
convolutive blind source separation (cbss),Convolutive blind source separation (CBSS)
permutation ambiguity,permutation ambiguity
ductile fracture criterion,Ductile fracture criterion
stress states,Stress states
damage mechanism,Damage mechanism
a105 steel,A105 steel
imaging systems,imaging systems
phase contrast,phase contrast
range expansion,range expansion
freeze-drying,Freeze-drying
sorting,Sorting
diversity reception,Diversity reception
incremental,incremental
tree-like weight design,tree-like weight design
hydrogen-electricity co-generation,Hydrogen-electricity co-generation
full-spectrum utilization of sunlight,Full-spectrum utilization of sunlight
supercritical co2 brayton cycle (scbc),Supercritical CO2 Brayton cycle (SCBC)
solid oxide electrolysis cell (soec),Solid oxide electrolysis cell (SOEC)
materials,materials
phosphate glass,phosphate glass
up-conversion luminescence,up-conversion luminescence
thulium ytterbium co-doping,thulium ytterbium co-doping
component control,component control
fading channel,Fading channel
master-slave (ms) markovian jump neural networks (mjnns),master-slave (MS) Markovian jump neural networks (MJNNs)
quasi-synchronization (qs),quasi-synchronization (QS)
cocrni medium entropy alloy,CoCrNi medium entropy alloy
lpbf,LPBF
wear behavior,Wear behavior
solid-state forms,Solid-state forms
trelagliptin,Trelagliptin
dihydrate,Dihydrate
intermolecular interactions,Intermolecular interactions
multi-stage balanced network,multi-stage balanced network
cvc,CVC
disruptive innovation,disruptive innovation
case analysis,case analysis
start-ups,Start-ups
technological investment,technological investment
clouds,Clouds
3d object tracking,3D object tracking
generative pre-training transformer,generative pre-training transformer
sno2,SnO2
batio3,BaTiO3
"double-layer n,s-codoped carbon","double-layer N,S-codoped carbon"
mns,MnS
ultralong life,ultralong life
high rate,high rate
sapphire fiber bragg gratings,sapphire fiber Bragg gratings
high-temperature sensing,high-temperature sensing
all-dielectric subwavelength grating,all-dielectric subwavelength grating
wide-range demodulation,wide-range demodulation
mie resonance modes,Mie resonance modes
laser ablation,Laser ablation
plasma plume,Plasma plume
iccd,ICCD
reflection coefficient,Reflection coefficient
omnidirectional antenna,omnidirectional antenna
hafnium compounds,Hafnium compounds
heterojunctions,Heterojunctions
scanning electron microscopy,Scanning electron microscopy
synapses,Synapses
photoconductivity,Photoconductivity
optical pulses,Optical pulses
persistent photocurrent (ppc),persistent photocurrent (PPC)
piezoelectricity,Piezoelectricity
repair and remanufacture,Repair and remanufacture
arc welding,Arc welding
laser shock forging,laser shock forging
high-strength aluminum alloy,High-strength aluminum alloy
porosity,Porosity
aqueous phase reforming of methanol,aqueous phase reforming of methanol
cu-based catalyst,Cu-based catalyst
hierarchical heterojunction,hierarchical heterojunction
photothermal synergism,photothermal synergism
trapezoid metasurface,trapezoid metasurface
transverse electric/magnetic wave,transverse electric/magnetic wave
highly-sensitive sensor,Highly-sensitive sensor
dual frequency,Dual frequency
thermal absorption,Thermal absorption
ultra-broadband thermal absorber,Ultra-broadband thermal absorber
trapezoidal pyramid,Trapezoidal pyramid
su-8,SU-8
sns1-xsex,SnS1-xSex
nanosheet arrays films,nanosheet arrays films
vacuum thermal evaporation,vacuum thermal evaporation
reliability surrogate measures,reliability surrogate measures
pipe failure,pipe failure
global resilience analysis,global resilience analysis
comparable stress range,comparable stress range
cinnamaldehyde,cinnamaldehyde
escherichia coli,Escherichia coli
vapor-phase,vapor-phase
antimicrobial activity,antimicrobial activity
decentralized adaptive control,Decentralized adaptive control
error constraints,error constraints
fixed-time control,fixed-time control
interconnected nonlinear systems,interconnected nonlinear systems
pressure-sintered reaction-bonded si3n4,Pressure-sintered reaction-bonded Si3N4
hot-pressing,Hot-pressing
microstructure development,Microstructure development
planar antenna,planar antenna
structure shared,structure shared
ultrawideband (uwb) antenna,ultrawideband (UWB) antenna
arc beam laser-induced forward transfer,Arc beam laser-induced forward transfer
large receiving gaps,Large receiving gaps
microcircuit repair,Microcircuit repair
capillary pumping,Capillary pumping
laser surface texturing,Laser surface texturing
microgrooves,Microgrooves
cr3+ion,Cr3+ion
paper mill sludge,Paper mill sludge
melamine,Melamine
beryllium nitride,Beryllium nitride
high-energy-density materials (hedm),High-energy-density materials (HEDM)
structural prediction,Structural prediction
health monitoring,health monitoring
self-powered sensing system,self-powered sensing system
tactile sensor,tactile sensor
functionalized lignin,functionalized lignin
pyrene,pyrene
boron nitride nanosheets,boron nitride nanosheets
dispersion,dispersion
schiff base epoxy,Schiff base epoxy
graphite,graphite
lignin functionalization,lignin functionalization
interface compatibility,interface compatibility
johnson-cook constitutive model,johnson-cook constitutive model
magnesium alloy,magnesium alloy
trapezoidal arrays,trapezoidal arrays
2 x 2 splitter,2 x 2 splitter
extinction rate,extinction rate
data collection,Data collection
throughput,Throughput
internet of vehicle (iov),Internet of Vehicle (IoV)
throughput maximization,throughput maximization
5-hydroxymethylfurfural,5-Hydroxymethylfurfural
isotherm,Isotherm
uncertain nonlinearities and disturbances,Uncertain nonlinearities and disturbances
te polarization,TE polarization
silicon square-ring arrays,Silicon square-ring arrays
guided-mode resonance,Guided-mode resonance
silicene,Silicene
topological interface states,Topological interface states
inner -edge states,Inner -edge states
multi-class classification,Multi-class classification
textile wastewater,Textile wastewater
waste aluminum polishing solution,Waste aluminum polishing solution
composite hydrated alumina,Composite hydrated alumina
adsorption mechanism,Adsorption mechanism
industrial waste,Industrial waste
incompatible problem,incompatible problem
gep,GEP
esgm,ESGM
operation of extension transformations,Operation of extension transformations
photothermal effect,Photothermal effect
methanol reforming into hydrogen,Methanol reforming into hydrogen
copper indium sulfide,Copper indium sulfide
interfacial hydroxyl activation,Interfacial hydroxyl activation
polynomials,polynomials
discrete fourier transforms,discrete Fourier transforms
optimal quaternion number,optimal quaternion number
signal components,signal components
near orthogonal discrete quaternion fourier transform components,near orthogonal discrete quaternion Fourier transform components
optimal frequency rescaling,optimal frequency rescaling
quaternion-valued signals,quaternion-valued signals
high-order polynomials,high-order polynomials
trigonometric functions,trigonometric functions
pressure-drop,Pressure-drop
thermal-absorption,Thermal-absorption
terahertz sensing,Terahertz sensing
metal-assisted guided-mode resonance,Metal-assisted guided-mode resonance
surface plasmon resonance,Surface plasmon resonance
tb-doped,Tb-doped
delta-mno 2,delta-MnO 2
nanosheet@nanowire homostructures,Nanosheet@nanowire homostructures
hydrothermal synthesis,Hydrothermal synthesis
pbhfo3,PbHfO3
antiferroelectric,Antiferroelectric
electrocaloric effects,Electrocaloric effects
quasi-bic,Quasi-BIC
toroidal quadrupole resonance,Toroidal quadrupole resonance
dual-mode,Dual-mode
high q -factors,High Q -factors
dielectric metamaterial,Dielectric metamaterial
toroidal dipole resonance,Toroidal dipole resonance
all-dielectric metasurface,All-dielectric metasurface
bics,BICs
quadrupole,Quadrupole
photoelectric synapse,Photoelectric synapse
photoelectric dual mode sensing,Photoelectric dual mode sensing
the complex dynamic network,The complex dynamic network
double tracking control,double tracking control
unavailable link state,unavailable link state
hammerstein-wiener model,Hammerstein-Wiener model
lipschitz quotient criterion,Lipschitz quotient criterion
rademacher complexity,Rademacher complexity
cellulose blend microporous membrane,Cellulose blend microporous membrane
tips,TIPS
hydrophilic,Hydrophilic
metal -organic framework,Metal -organic framework
cu -based catalysts,Cu -based catalysts
photothermal catalysis,Photothermal catalysis
hydrogen production from methanol aqueous,Hydrogen production from methanol aqueous
phase reforming,phase reforming
controllable in-situ derivedtio2,Controllable in-situ derivedTiO2
distance metric learning,Distance metric learning
nearest-neighbor selection,Nearest-neighbor selection
search model,Search model
k nearest-neighbor,k Nearest-neighbor
besov spaces,Besov spaces
damped mhd system,damped MHD system
temperature effect,Temperature effect
defect states,Defect states
coprime action,Coprime action
<italic>s</italic>-semipermutable subgroup,<italic>S</italic>-semipermutable subgroup
glass transition temperature (<italic>t</italic>g),glass transition temperature (<italic>T</italic>g)
interpretable machine learning,interpretable machine learning
quantitative structure-property relationship (qspr),quantitative structure-property relationship (QSPR)
molecular design,molecular design
product type,Product type
adoption,Adoption
functional trust,Functional trust
human-like trust,Human-like trust
