paper_id,journal_id
WOS:001556293200006,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS
WOS:001549868600001,JOURNAL OF COMPUTATIONAL ELECTRONICS
WOS:001472186200002,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS
WOS:001500682400008,CARBON NEUTRALIZATION
WOS:001458943400001,INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH
WOS:001454446900001,ELECTRONICS
WOS:001413981900001,ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT
WOS:001706337700269,"2025 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, IJCNN"
WOS:001706337700155,"2025 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, IJCNN"
WOS:001361815800001,JOURNAL OF BUILDING ENGINEERING
WOS:001329028800001,IEEE TRANSACTIONS ON ELECTRON DEVICES
WOS:001222269300001,PHOTONICS
WOS:001198609900007,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS
WOS:001447757300001,INTERMETALLICS
WOS:001175991700001,ACS OMEGA
WOS:001139517000001,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING
WOS:001082444100001,APPLIED THERMAL ENGINEERING
WOS:001056037400001,NANOMATERIALS
WOS:001056749500001,CRYSTALS
WOS:000996560200006,JOURNAL OF ELECTRONICS & INFORMATION TECHNOLOGY
WOS:000933901400013,JOURNAL OF ELECTRONICS & INFORMATION TECHNOLOGY
WOS:000835179200007,MATHEMATICAL PROBLEMS IN ENGINEERING
WOS:000792192600001,CHINESE JOURNAL OF LIQUID CRYSTALS AND DISPLAYS
WOS:000730859500001,JOURNAL OF POLYMER SCIENCE
WOS:000681758300001,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL
WOS:000607446100001,MICROWAVE AND OPTICAL TECHNOLOGY LETTERS
WOS:000839506000031,"ADVANCES IN INDUSTRIAL DESIGN, AHFE 2021"
WOS:000678409201086,2020 25TH INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION (ICPR)
WOS:000803050400008,"PAAP 2021: 2021 12TH INTERNATIONAL SYMPOSIUM ON PARALLEL ARCHITECTURES, ALGORITHMS AND PROGRAMMING"
WOS:000589362900001,SENSORS
WOS:000534495600010,JOURNAL OF ALLOYS AND COMPOUNDS
WOS:000560680700007,JOURNAL OF ENERGY STORAGE
WOS:000562820700004,AIP ADVANCES
WOS:000527413100020,IEEE ACCESS
WOS:000489176800072,ENTROPY
WOS:000474682200050,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS
WOS:000483732700025,ENTROPY
WOS:000465616800001,ENERGIES
WOS:000487829500001,IEEE ACCESS
WOS:000467282900175,PROCEEDINGS OF 2018 IEEE 9TH INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND SERVICE SCIENCE (ICSESS)
WOS:000468226300091,TRANSDISCIPLINARY ENGINEERING METHODS FOR SOCIAL INNOVATION OF INDUSTRY 4.0
WOS:000397319500074,OPTICS EXPRESS
WOS:000426972400160,"2017 IEEE INTERNATIONAL CONFERENCE ON INTERNET OF THINGS (ITHINGS) AND IEEE GREEN COMPUTING AND COMMUNICATIONS (GREENCOM) AND IEEE CYBER, PHYSICAL AND SOCIAL COMPUTING (CPSCOM) AND IEEE SMART DATA (SMARTDATA)"
WOS:000399337200047,SEVENTH INTERNATIONAL CONFERENCE ON ELECTRONICS AND INFORMATION ENGINEERING
WOS:000381007605099,2015 34TH CHINESE CONTROL CONFERENCE (CCC)
WOS:000365117600123,PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON MATERIALS ENGINEERING AND INFORMATION TECHNOLOGY APPLICATIONS
WOS:000209672800007,IEEE INTERNET OF THINGS JOURNAL
WOS:000348897600045,COMPUTER AND INFORMATION TECHNOLOGY
WOS:000366482805080,2014 33RD CHINESE CONTROL CONFERENCE (CCC)
WOS:000335080200049,AUTOMATIC CONTROL AND MECHATRONIC ENGINEERING II
WOS:000318818700181,"INFORMATION TECHNOLOGY APPLICATIONS IN INDUSTRY, PTS 1-4"
WOS:000305358100057,"COMPUTER SCIENCE FOR ENVIRONMENTAL ENGINEERING AND ECOINFORMATICS, PT 2"
WOS:000288692700072,"ACHIEVEMENTS IN ENGINEERING MATERIALS, ENERGY, MANAGEMENT AND CONTROL BASED ON INFORMATION TECHNOLOGY, PTS 1 AND 2"
WOS:000302753600043,INFORMATION AND AUTOMATION
WOS:000279864701351,"MANUFACTURING SCIENCE AND ENGINEERING, PTS 1-5"
WOS:000397238400018,"2010 2ND INTERNATIONAL ASIA CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS (CAR 2010), VOL 2"
WOS:000274047201604,"CCDC 2009: 21ST CHINESE CONTROL AND DECISION CONFERENCE, VOLS 1-6, PROCEEDINGS"
WOS:000274803100254,"2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5"
WOS:000263680400023,"2008 INTERNATIONAL SYMPOSIUM ON INTELLIGENT INFORMATION TECHNOLOGY APPLICATION, VOL II, PROCEEDINGS"
WOS:000252213500069,"SECOND WORKSHOP ON DIGITAL MEDIA AND ITS APPLICATION IN MUSEUM & HERITAGE, PROCEEDINGS"
WOS:000235358400042,"ICMIT 2005: Mechatronics, MEMS, and Smart Materials"
WOS:001738543000001,APPLIED SCIENCES-BASEL
WOS:001545534100001,POLYMER
WOS:001473032600001,MICROSYSTEMS & NANOENGINEERING
WOS:001419453700001,SENSORS
WOS:001756910100541,"2025 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS, SMC"
WOS:001734831100211,"2025 CROSS STRAIT RADIO SCIENCE AND WIRELESS TECHNOLOGY CONFERENCE, CSRSWTC"
WOS:001569085900021,"ADVANCED INTELLIGENT COMPUTING TECHNOLOGY AND APPLICATIONS, ICIC 2025, PT XXII"
WOS:001534819100013,"HUMAN-COMPUTER INTERACTION, HCI 2025, PT VII"
WOS:001383285700001,IMAGE AND VISION COMPUTING
WOS:001364863400001,ENERGIES
WOS:001319189500001,JOURNAL OF DIFFERENTIAL EQUATIONS
WOS:001311297900001,ELECTRONICS
WOS:001311498500001,SENSORS
WOS:001255268800001,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY
WOS:001290434601122,"PROCEEDINGS OF THE 2024 27 TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED COOPERATIVE WORK IN DESIGN, CSCWD 2024"
WOS:001114657100004,SOIL MECHANICS AND FOUNDATION ENGINEERING
WOS:001051230400001,JOURNAL OF SOLID STATE ELECTROCHEMISTRY
WOS:001034282600001,CHEMICAL ENGINEERING SCIENCE
WOS:000984795600002,MULTIMEDIA TOOLS AND APPLICATIONS
WOS:000947056000001,POLYMERS
WOS:000900633400004,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS
WOS:000799610000005,BIOMEDICAL SIGNAL PROCESSING AND CONTROL
WOS:000800010700001,JOURNAL OF THE ELECTROCHEMICAL SOCIETY
WOS:000782884300001,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS
WOS:000773483900002,CHEMICAL ENGINEERING JOURNAL
WOS:000760410000003,CARBON
WOS:000772782500003,CHEMICAL ENGINEERING JOURNAL
WOS:000893634400021,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING
WOS:000692497000001,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM
WOS:000696502100004,CERAMICS INTERNATIONAL
WOS:000687909400002,APPLIED INTELLIGENCE
WOS:000614154600100,JOURNAL OF ALLOYS AND COMPOUNDS
WOS:000637931900001,ECS JOURNAL OF SOLID STATE SCIENCE AND TECHNOLOGY
WOS:000540455700009,JOURNAL OF POWER SOURCES
WOS:000470946200009,SIGNAL PROCESSING
WOS:000555467203022,2019 IEEE SYMPOSIUM SERIES ON COMPUTATIONAL INTELLIGENCE (IEEE SSCI 2019)
WOS:000431470000023,ELECTRIC POWER SYSTEMS RESEARCH
WOS:000424854900007,ENERGY
WOS:000418696500006,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS
WOS:000436353500118,"6TH INTERNATIONAL CONFERENCE ON COMPUTER-AIDED DESIGN, MANUFACTURING, MODELING AND SIMULATION (CDMMS 2018)"
WOS:000425928100076,"2017 IEEE INTERNATIONAL CONFERENCE ON CYBERNETICS AND INTELLIGENT SYSTEMS (CIS) AND IEEE CONFERENCE ON ROBOTICS, AUTOMATION AND MECHATRONICS (RAM)"
WOS:000425928100111,"2017 IEEE INTERNATIONAL CONFERENCE ON CYBERNETICS AND INTELLIGENT SYSTEMS (CIS) AND IEEE CONFERENCE ON ROBOTICS, AUTOMATION AND MECHATRONICS (RAM)"
WOS:000368406500020,ADVANCES IN IMAGE AND GRAPHICS TECHNOLOGIES (IGTA 2015)
WOS:000371525200048,PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON SOCIAL SCIENCE AND HIGHER EDUCATION
WOS:000381007607138,2015 34TH CHINESE CONTROL CONFERENCE (CCC)
WOS:000375232903100,2015 27TH CHINESE CONTROL AND DECISION CONFERENCE (CCDC)
WOS:000350793500100,2014 IEEE INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS (FUZZ-IEEE)
WOS:000348897600076,COMPUTER AND INFORMATION TECHNOLOGY
WOS:000349617700353,"MATERIAL SCIENCE, CIVIL ENGINEERING AND ARCHITECTURE SCIENCE, MECHANICAL ENGINEERING AND MANUFACTURING TECHNOLOGY II"
WOS:000315931700027,RARE METAL MATERIALS AND ENGINEERING
WOS:000328999700012,"APPLIED ENERGY TECHNOLOGY, PTS 1 AND 2"
WOS:000351608200084,"PROCEEDINGS OF THE 2013 6TH INTERNATIONAL CONFERENCE ON BIOMEDICAL ENGINEERING AND INFORMATICS (BMEI 2013), VOLS 1 AND 2"
WOS:000393905903120,PROCEEDINGS OF THE 31ST CHINESE CONTROL CONFERENCE
WOS:000282923300005,CHINESE OPTICS LETTERS
WOS:000291897500039,ADVANCED PRECISION ENGINEERING
WOS:000271835200023,ACTA PHYSICA SINICA
WOS:000291373300018,"2009 SECOND INTERNATIONAL CONFERENCE ON FUTURE INFORMATION TECHNOLOGY AND MANAGEMENT ENGINEERING, FITME 2009"
WOS:000268994000077,PROCEEDINGS OF THE SEVENTH INTERNATIONAL CONFERENCE ON FLUID POWER TRANSMISSION AND CONTROL
WOS:000276842100053,"2009 INTERNATIONAL CONFERENCE ON INFORMATION AND MULTIMEDIA TECHNOLOGY, PROCEEDINGS"
WOS:000257595600015,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS
WOS:000263554801288,"2008 IEEE INTERNATIONAL CONFERENCE ON AUTOMATION AND LOGISTICS, VOLS 1-6"
WOS:000263592500042,"ISCSCT 2008: INTERNATIONAL SYMPOSIUM ON COMPUTER SCIENCE AND COMPUTATIONAL TECHNOLOGY, VOL 2, PROCEEDINGS"
WOS:000251914900024,FRONTIERS IN ENTERPRISE INTEGRATION
WOS:000250405600146,"PROCEEDINGS OF THE 2007 11TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED COOPERATIVE WORK IN DESIGN, VOLS 1 AND 2"
WOS:000245349600076,ADVANCES IN MATERIALS MANUFACTURING SCIENCE AND TECHNOLOGY II
WOS:000189126000024,"CCCT 2003, VOL 4, PROCEEDINGS: COMPUTER, COMMUNICATION AND CONTROL TECHNOLOGIES: I"
WOS:000173242200013,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH
WOS:001438517100001,SURFACE REVIEW AND LETTERS
WOS:001106375400001,JOURNAL OF MATERIALS PROCESSING TECHNOLOGY
WOS:000876713100001,APPLIED PHYSICS EXPRESS
WOS:000716875900001,NANOMATERIALS
WOS:000921007200001,CHINESE JOURNAL OF CHEMICAL ENGINEERING
WOS:000812629600001,INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING
WOS:001000552100417,"2022 ASIA COMMUNICATIONS AND PHOTONICS CONFERENCE, ACP"
WOS:001559335500006,NANO-MICRO LETTERS
WOS:001323361500001,ACS APPLIED MATERIALS & INTERFACES
WOS:001200227600019,IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS
WOS:000853078400002,TETRAHEDRON
WOS:001542118000004,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS
WOS:001078725500001,INFRARED PHYSICS & TECHNOLOGY
WOS:001271750200028,JOURNAL OF APPLIED REMOTE SENSING
WOS:000277881600007,ACTA PHYSICO-CHIMICA SINICA
WOS:001577275500001,ACS APPLIED MATERIALS & INTERFACES
WOS:000776191900018,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION
WOS:001321941300001,INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER
WOS:001191654100001,BUILDINGS
WOS:000860507600002,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES
WOS:000405305400030,JOURNAL OF MATERIALS SCIENCE
WOS:000400157700014,RSC ADVANCES
WOS:000260562703163,"2008 CHINESE CONTROL AND DECISION CONFERENCE, VOLS 1-11"
WOS:001173283800002,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS
WOS:000875503700009,OPTICS LETTERS
WOS:001177797000001,INFRARED PHYSICS & TECHNOLOGY
WOS:000720661000004,APPLIED THERMAL ENGINEERING
WOS:001499073100001,JOURNAL OF MATERIALS CHEMISTRY C
WOS:001291115400001,ACS APPLIED ENERGY MATERIALS
WOS:001266640400001,OPTOELECTRONICS AND ADVANCED MATERIALS-RAPID COMMUNICATIONS
WOS:001622789800001,PHYSICA SCRIPTA
WOS:001470365000009,OPTICS LETTERS
WOS:001000552100279,"2022 ASIA COMMUNICATIONS AND PHOTONICS CONFERENCE, ACP"
WOS:000619167500001,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS
WOS:001781591200001,RESULTS IN ENGINEERING
WOS:001424454600001,ACTA OPTICA SINICA
WOS:001339040700001,JOURNAL OF ENERGY STORAGE
WOS:000732253700001,IEEE TRANSACTIONS ON CYBERNETICS
WOS:001409656300001,ENERGY CONVERSION AND MANAGEMENT
WOS:000834822100009,LASER & OPTOELECTRONICS PROGRESS
WOS:000562306000026,IEEE TRANSACTIONS ON CYBERNETICS
WOS:001627513600003,OPTICS EXPRESS
WOS:001621718600001,MATERIALS TODAY COMMUNICATIONS
WOS:001619286400001,JOURNAL OF MOLECULAR STRUCTURE
WOS:001448959600002,PHYSICAL REVIEW B
WOS:001423938700008,PHOTONICS RESEARCH
WOS:000689922300001,ELECTRONICS
WOS:000970727800001,ASIAN JOURNAL OF TECHNOLOGY INNOVATION
WOS:001770692200006,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING
WOS:001485094700001,JOURNAL OF ALLOYS AND COMPOUNDS
WOS:000458706500052,ACS APPLIED ENERGY MATERIALS
WOS:001463726100001,NANOMATERIALS
WOS:000764258600003,SURFACES AND INTERFACES
WOS:001786574500001,CHEMICAL COMMUNICATIONS
WOS:001502489300042,IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS
WOS:001484790700001,IEEE TRANSACTIONS ON ELECTRON DEVICES
WOS:001473615700001,SIGNAL PROCESSING-IMAGE COMMUNICATION
WOS:001402299200001,JOURNAL OF POWER SOURCES
WOS:001340884400001,JOURNAL OF MATERIALS CHEMISTRY A
WOS:001354443700001,OPTICS LETTERS
WOS:001129028400001,HELIYON
WOS:000951982200001,AICHE JOURNAL
WOS:001049346100003,OPTICS LETTERS
WOS:001678851800001,SURFACE REVIEW AND LETTERS
WOS:001632495800001,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS
WOS:001618910600001,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER
WOS:001390357200001,APPLIED MATERIALS TODAY
WOS:001515482000001,COLLOIDS AND INTERFACES
WOS:001477323700001,JOURNAL OF MATERIALS CHEMISTRY C
WOS:001332942100001,SUSTAINABILITY
WOS:000885037500001,FRONTIERS IN NUTRITION
WOS:000696079100045,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS
WOS:000589651200003,CERAMICS INTERNATIONAL
WOS:001157904900001,MICROWAVE AND OPTICAL TECHNOLOGY LETTERS
WOS:000925552000001,JOURNAL OF MANUFACTURING PROCESSES
WOS:000753596400001,CATALYSIS SCIENCE & TECHNOLOGY
WOS:000740936000003,JOURNAL OF MANUFACTURING PROCESSES
WOS:001148340500001,OPTICAL MATERIALS
WOS:000501653500028,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY
WOS:001777190400048,OPTICS LETTERS
WOS:001756540700008,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS
WOS:001301887600001,COMPUTATIONAL MATERIALS SCIENCE
WOS:001288198400001,SMALL
WOS:000901602000001,ACS APPLIED NANO MATERIALS
WOS:001138368900001,ACS SUSTAINABLE CHEMISTRY & ENGINEERING
WOS:001596186700001,JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE
WOS:001307321600001,PHYSICA SCRIPTA
WOS:001288989400001,CHEMICAL COMMUNICATIONS
WOS:001166992300062,IEEE INTERNET OF THINGS JOURNAL
WOS:000788133800010,CHINESE JOURNAL OF CHEMICAL ENGINEERING
WOS:000415133100022,ASIAN JOURNAL OF CONTROL
WOS:001763177400001,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER
WOS:000831032400004,MICRO AND NANOSTRUCTURES
WOS:000403736700006,KNOWLEDGE-BASED SYSTEMS
WOS:001043758800001,JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING
WOS:000407043400022,NEURAL COMPUTING & APPLICATIONS
WOS:001096972300001,FUEL
WOS:000596572400006,IET SIGNAL PROCESSING
WOS:000302924100381,"APPLICATION OF CHEMICAL ENGINEERING, PTS 1-3"
WOS:001674246900001,INTERNATIONAL JOURNAL OF THERMAL SCIENCES
WOS:001513440000002,APPLIED SURFACE SCIENCE
WOS:001322172100001,CHEMICAL ENGINEERING JOURNAL
WOS:001600612000005,PHYSICA B-CONDENSED MATTER
WOS:001519093300002,OPTICS COMMUNICATIONS
WOS:001501469900001,MATERIALS SCIENCE & ENGINEERING R-REPORTS
WOS:001089931100001,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE
WOS:000794186300018,INFORMATION SCIENCES
WOS:000470106400020,NEUROCOMPUTING
WOS:000365109800016,JOURNAL OF MEMBRANE SCIENCE
WOS:000980524400001,CHEMICAL ENGINEERING JOURNAL
WOS:000612175800015,INFORMATION SCIENCES
WOS:001373266500001,CERAMICS INTERNATIONAL
WOS:000901547300001,MATHEMATISCHE NACHRICHTEN
WOS:000339697600051,PHYSICS LETTERS A
WOS:001665761900001,COMMUNICATIONS IN ALGEBRA
WOS:001647133900001,MATERIALS
WOS:001622081200001,JOURNAL OF RETAILING AND CONSUMER SERVICES
WOS:001561348800006,IEEE TRANSACTIONS ON COMPUTERS
WOS:001477474300001,BIOMEDICAL SIGNAL PROCESSING AND CONTROL
WOS:001451449300001,EDUCATION AND INFORMATION TECHNOLOGIES
WOS:001427696600001,SIGNAL IMAGE AND VIDEO PROCESSING
WOS:001539972000191,"2025 28TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED COOPERATIVE WORK IN DESIGN, CSCWD"
WOS:001285627000001,MEASUREMENT SCIENCE AND TECHNOLOGY
WOS:001293422800001,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING
WOS:001276749900001,APPLIED SCIENCES-BASEL
WOS:001241152800001,IET IMAGE PROCESSING
WOS:001237225100001,NEURAL NETWORKS
WOS:001205460200001,JOURNAL OF THERMAL SCIENCE
WOS:001087769200099,IEEE SENSORS JOURNAL
WOS:001067845000001,COMPUTATIONAL ECONOMICS
WOS:001068238900001,JOURNAL OF THE FRANKLIN INSTITUTE
WOS:001283944200005,ADVANCED SENSOR RESEARCH
WOS:001006415800001,SENSORS
WOS:001543568000005,COMPLEX SYSTEM MODELING AND SIMULATION
WOS:000945621800001,FRONTIERS IN MICROBIOLOGY
WOS:000882008500012,IEEE SENSORS JOURNAL
WOS:000887812900001,SUSTAINABILITY
WOS:000849453400001,CIRCUITS SYSTEMS AND SIGNAL PROCESSING
WOS:000774192100008,ENERGY CONVERSION AND MANAGEMENT
WOS:000943603000026,CARBON PEAK AND NEUTRALITY STRATEGIES OF THE CONSTRUCTION INDUSTRY (ICCREM 2022)
WOS:000916963200007,"ADVANCES IN COMPUTER GRAPHICS, CGI 2022"
WOS:000696316100001,CHEMICAL COMMUNICATIONS
WOS:000691530700017,CHAOS SOLITONS & FRACTALS
WOS:000718409100002,CHEMICAL ENGINEERING JOURNAL
WOS:000692113400008,ENERGY
WOS:000638047200003,JOURNAL OF EVOLUTION EQUATIONS
WOS:000615487400001,SENSORS
WOS:001345027300048,"2021 IEEE 4TH INTERNATIONAL CONFERENCE ON MULTIMEDIA INFORMATION PROCESSING AND RETRIEVAL, MIPR"
WOS:000522620200013,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS
WOS:000513283300007,INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS
WOS:000486683200006,INTEGRATED COMPUTER-AIDED ENGINEERING
WOS:000471627100068,"2019 3RD INTERNATIONAL CONFERENCE ON EDUCATION, MANAGEMENT AND SOCIAL SCIENCE (EMSS 2019)"
WOS:000621599304043,PROCEEDINGS OF THE 38TH CHINESE CONTROL CONFERENCE (CCC)
WOS:000468622104039,2018 37TH CHINESE CONTROL CONFERENCE (CCC)
WOS:000468051002009,2018 INTERNATIONAL CONFERENCE ON POWER SYSTEM TECHNOLOGY (POWERCON)
WOS:000452447800056,PROCEEDINGS OF 2017 CHINESE INTELLIGENT AUTOMATION CONFERENCE
WOS:000405764200008,SYSTEMS & CONTROL LETTERS
WOS:000431392000198,2017 18TH INTERNATIONAL CONFERENCE ON ELECTRONIC PACKAGING TECHNOLOGY (ICEPT)
WOS:000400282205159,PROCEEDINGS OF THE 35TH CHINESE CONTROL CONFERENCE 2016
WOS:000400282203045,PROCEEDINGS OF THE 35TH CHINESE CONTROL CONFERENCE 2016
WOS:000392735700154,Proceedings of the 2016 6th International Conference on Advanced Design and Manufacturing Engineering (ICADME 2016)
WOS:000327657300001,INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS
WOS:000320625501123,"SENSORS, MEASUREMENT AND INTELLIGENT MATERIALS, PTS 1-4"
WOS:000304720100553,"2011 INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND NETWORK TECHNOLOGY (ICCSNT), VOLS 1-4"
WOS:000316351300040,2012 INTERNATIONAL CONFERENCE ON MANAGEMENT SCIENCE & ENGINEERING
WOS:000298800100001,MATHEMATICAL PROBLEMS IN ENGINEERING
WOS:000312652100063,2011 30TH CHINESE CONTROL CONFERENCE (CCC)
WOS:000299096400097,2011 INTERNATIONAL CONFERENCE ON ENERGY AND ENVIRONMENTAL SCIENCE-ICEES 2011
WOS:000306764900072,MECHATRONIC SYSTEMS AND AUTOMATION SYSTEMS
WOS:000277733700018,ACTA PHYSICA SINICA
WOS:000265094200064,"2009 INTERNATIONAL ASIA CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION, AND ROBOTICS, PROCEEDINGS"
WOS:000271280800202,"FIRST IITA INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE, PROCEEDINGS"
WOS:000272687500022,KYBERNETES
WOS:000255161100006,ANNALES POLONICI MATHEMATICI
WOS:000251163500038,"ICEMI 2007: PROCEEDINGS OF 2007 8TH INTERNATIONAL CONFERENCE ON ELECTRONIC MEASUREMENT & INSTRUMENTS, VOL III"
WOS:000248035200101,"Progress of Machining Technology, Proceedings"
WOS:000189126000023,"CCCT 2003, VOL 4, PROCEEDINGS: COMPUTER, COMMUNICATION AND CONTROL TECHNOLOGIES: I"
WOS:000187954200024,FIFTH INTERNATIONAL SYMPOSIUM ON INSTRUMENTATION AND CONTROL TECHNOLOGY
WOS:000183448800041,"PROCEEDINGS OF THE 12TH IEEE INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS, VOLS 1 AND 2"
WOS:000180354600029,PHYSICA B-CONDENSED MATTER
WOS:001795220300001,ASIAN JOURNAL OF CONTROL
WOS:001788930000001,OPTIMIZATION AND ENGINEERING
WOS:001788247200018,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE
WOS:001781346900001,FINANCE RESEARCH LETTERS
WOS:001774426000001,ELECTRONICS
WOS:001695200300001,MICROELECTRONICS JOURNAL
WOS:001696661100013,IEEE ACCESS
WOS:001623871900001,HEALTHCARE
WOS:001590311400001,REVISTA DE LA REAL ACADEMIA DE CIENCIAS EXACTAS FISICAS Y NATURALES SERIE A-MATEMATICAS
WOS:001441262800001,KNOWLEDGE-BASED SYSTEMS
WOS:001431778500001,ELECTRONICS
WOS:001383316400001,JOURNAL OF NON-CRYSTALLINE SOLIDS
WOS:001360438800001,HERITAGE SCIENCE
WOS:001329868400028,"E-BUSINESS: NEW CHALLENGES AND OPPORTUNITIES FOR DIGITAL-ENABLED INTELLIGENT FUTURE, PT I, WHICEB 2024"
WOS:001155048200035,"PATTERN RECOGNITION AND COMPUTER VISION, PRCV 2023, PT VII"
WOS:001449127000065,"2024 IEEE 10TH INTERNATIONAL SYMPOSIUM ON MICROWAVE, ANTENNA, PROPAGATION AND EMC TECHNOLOGIES FOR WIRELESS COMMUNICATIONS, MAPE 2024"
WOS:001291404500033,"ADVANCES IN BRAIN INSPIRED COGNITIVE SYSTEMS, BICS 2023"
WOS:001100577800001,MICROELECTRONICS JOURNAL
WOS:001098067300051,IEEE SENSORS JOURNAL
WOS:001072037100001,JOURNAL OF POLITENESS RESEARCH-LANGUAGE BEHAVIOUR CULTURE
WOS:001042289700002,CHINESE JOURNAL OF LIQUID CRYSTALS AND DISPLAYS
WOS:000929227400001,JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS
WOS:000860934300003,ELECTROCHIMICA ACTA
WOS:000809402600018,IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS
WOS:000806865100001,ENGINEERING STRUCTURES
WOS:000982814000347,"2022 IEEE 10TH ASIA-PACIFIC CONFERENCE ON ANTENNAS AND PROPAGATION, APCAP"
WOS:000736239200001,MICROMACHINES
WOS:000655532900037,ACTA PHYSICA SINICA
WOS:000637477700012,SOIL MECHANICS AND FOUNDATION ENGINEERING
WOS:000716858200072,PROCEEDINGS OF THE 2021 IEEE 24TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED COOPERATIVE WORK IN DESIGN (CSCWD)
WOS:000573306300001,PHYSICA B-CONDENSED MATTER
WOS:000543021900029,JOURNAL OF POWER SOURCES
WOS:000559158000001,ENERGIES
WOS:000513127100001,MACHINING SCIENCE AND TECHNOLOGY
WOS:000480653100015,IEEE COMMUNICATIONS LETTERS
WOS:000469335200008,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS
WOS:000557886100019,2019 15TH INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND SECURITY (CIS 2019)
WOS:000437249100028,JOURNAL OF EVOLUTION EQUATIONS
WOS:000436424500072,"MATERIALS SCIENCE, ENERGY TECHNOLOGY AND POWER ENGINEERING II (MEP2018)"
WOS:000468302800102,PROCEEDINGS OF THE 2018 INTERNATIONAL SYMPOSIUM ON SOCIAL SCIENCE AND MANAGEMENT INNOVATION (SSMI 2018)
